CB19133;|Adaptador de corriente Apple Magsafe 2 85W para MacBook Pro de 15 Retina|;;|Accesorios : Mac : Alimentación y cables : Cargadores : Apple|;;8;https://tienda.bananacomputer.com/accesorios/mac/alimentacion-y-cables/cargadores/apple/adaptador-de-corriente-apple-magsafe-2-85w-para-macbook-pro-de-15-retina/;no;85
CB19132;|Adaptador de corriente Apple Magsafe 2  45W|;;|Accesorios : Mac : Alimentación y cables : Cargadores : Apple|;;1;https://tienda.bananacomputer.com/accesorios/mac/alimentacion-y-cables/cargadores/apple/adaptador-de-corriente-apple-magsafe-2-45w/;no;85
CB35527;|Disco Externo SanDisk G-Drive - 6TB|;;|Accesorios : Mac : Almacenamiento : Escritorio|;;1;https://tienda.bananacomputer.com/accesorios/mac/almacenamiento/escritorio/disco-externo-sandisk-g-drive-6tb/;no;303.9
CB35528;|Disco Externo SanDisk G-Drive - 4TB|;214.11;|Accesorios : Mac : Almacenamiento : Escritorio|;;6;https://tienda.bananacomputer.com/accesorios/mac/almacenamiento/escritorio/disco-externo-sandisk-g-drive-4tb/;si;237.9
CB25017;|Mini Pendrive USB3.0 de 32 GB WaterProof PK Paris|;9;|Accesorios : Mac : Almacenamiento : Flash|;;2;https://tienda.bananacomputer.com/accesorios/mac/almacenamiento/flash/mini-pendrive-usb30-de-32-gb-waterproof-pk-paris/;si;24.9
CB26294;|Mini Pendrive USB3.0 de 64 GB WaterProof PK Paris|;12;|Accesorios : Mac : Almacenamiento : Flash|;;1;https://tienda.bananacomputer.com/accesorios/mac/almacenamiento/flash/mini-pendrive-usb30-de-64-gb-waterproof-pk-paris/;si;39.9
CB35747;|Logitech StreamCam|;109;|Accesorios : Mac : Fotografía y Vídeo|;;8;https://tienda.bananacomputer.com/accesorios/mac/fotografia-y-video/logitech-streamcam/;si;125.9
CB33221;|Ratón Apple Magic Mouse (lightning USB C)|;;|Accesorios : Mac : Ratones y teclados : Ratón|;;3;https://tienda.bananacomputer.com/accesorios/mac/teclado-lapices-raton-limpieza-mandos/raton/raton-apple-magic-mouse-lightning-usb-c/;no;85
CB33846;|Ratón Bluetooth Logitech MX Anywhere 3 - Blanco|;69;|Accesorios : Mac : Ratones y teclados : Ratón : Bluetooth|;;9;https://tienda.bananacomputer.com/accesorios/mac/ratones-y-teclados/raton/bluetooth/raton-bluetooth-logitech-mx-anywhere-3-blanco/;si;89.9
CB34436;|Apple Magic Mouse - Negro|;;|Accesorios : Mac : Ratones y teclados : Ratón : Bluetooth|;;6;https://tienda.bananacomputer.com/accesorios/mac/teclado-lapices-raton-limpieza-mandos/raton/bluetooth/apple-magic-mouse-negro/;no;109
